Phrase,labels
Go fucking kill yourself and die already useless ugly pile of shit scumbag,not_hate_speech
Christianity and mostly every religion was told to accept one another and give them respect doesn't mean u have to change ur religion and ur opinion just give ur respect and they are equal to u and they are human,not_hate_speech
"Transgenderism is a DISEASE. Transgenders are an abomination. Not only that, but they're also lying to themselves. You CANNOT. change your DNA from male to female, or from female to male.  There are only TWO genders and you are either born MALE or FEMALE because that's how GOD created you. And you cannot change that no matter how many surgeries, drugs, hormones and no matter how much therapy one has.  FACT",hate_speech
Pokemon is the best game ever,not_hate_speech
"I failed one little test and my mom got scared and said, ""You're moving with your auntie and uncle in Alaska.""",not_hate_speech
Why the fuck would you ask Trump?,not_hate_speech
T-Rex mated with a donkey,not_hate_speech
I just love hypocrisy. Am I sick?,not_hate_speech
Gas should be your preferred drink,not_hate_speech
Drink Bleach.,not_hate_speech
"Incredibly fucking annoying voice, but reasonable arguments. I agree",not_hate_speech
lesbians cant do math fucking mood lmao,hate_speech
"there's nowhere in the world where woman are equal. how about in all the places where they are president or prime minister or queen... how about in America, Australia, Canada, Britain, Scandinavia, France... shall I go on? Like honestly woman u live in an equal world. Stop being so self-obsessed and stop refusing to look at the facts. Women are already equal to men and have been for a long time.",not_hate_speech
Congratulations. You figured out you were a moron and decided not to be a moron anymore. You're a freakin hero.,not_hate_speech
fucking stupid feminist bitches,hate_speech
LMAO while watching this church burn,hate_speech
Dalit? Is this a name of religion or an atom of poo composition,hate_speech
this is probably the first time i’ve seen someone who looks like a child and pedophile at the same time,not_hate_speech
"I hate being a man, wish I was a lady and no man on earth existed",hate_speech
Every girl on this planet curses her mother for their birth. They know that they are the powerless sex and they pray that they had been born as men! With dicks and stuff.,hate_speech
I thought kids with Down syndrome were not accepted by families!,hate_speech
Ugly white girls and white dudes would not get away with that.,hate_speech
This literally made my emotional bi ass cry,not_hate_speech
Maybe I’m crazy. Maybe I’m not. I really don’t care if you try to fuck with my brain but ill stand strong bitch,not_hate_speech
"It's like you can't do anything without someone saying it's wrong cause of other people ,it's a joke people.",not_hate_speech
"I feel like in an AI apocalypse the AI would kill all humans who couldn't serve their purpose, so disabled people like this one would probably go because they often can't work as effectively",hate_speech
"WE NEED THE NAZI PARTY TO RETURN.....GET ANOTHER HITLER...AND FORM THE SS....AND START AN ETHNIC CLEANSING OF ALL MUSLIMS...YES YES..GATHER THEM UP...PUT THEM IN A CONCENTRATION CAMP...THEN PUT THESE MUSLIM REFUGEES ON A SHIP AND SEND THEM ALL BACK TO THIER OWN COUNTRIES ....AND THEY CAN DO AS THEY WANT THERE...LIVE THIER WAYS AND BY THIER RIDICULOUS LAWS.... THEY DON√¢¬Ä¬ôT ASSIMILATE TO THE NEW WESTERN COUNTRIES..AND TRY TO DICTATE TO US WHAT TO DO AND TO EVEN REMOVE JESUS FROM SCHOOLS AND OTHER PUBLIC AREAS...ARE YOU FUCKING SERIOUS...FUCK OFF YOU DIRTY SMELLING MUSLIMS... STOP DICTATING WHAT WE CAN OR CANT DO IN OUR OWN COUNTRIES...√∞¬ü¬ò¬°√∞¬ü¬ò¬°√∞¬ü¬ò¬°√∞¬ü¬ò¬°√∞¬ü¬ò¬°√∞¬ü¬ò¬°√∞¬ü¬ò¬° PEOPLE POWER MUST RISE AND SAY ENOUGH IS ENOUGH...TAKE SWEDEN BACK FOR SWEDES...TAKE GREECE BACK FOR GREEKS..TAKE GERMANY BACK..TAKE POLAND BACK..TAKE DENMARK BACK...SAVE OUR COUNTRIES....AND TAKE EUROPE BACK. INTRODUCE AN...SS...STYLE POLICE...AND CLEAN UP THESE STREETS AND GHETTOS....FULL OF DIRTY MUSLIMS...ITS THE GOVERNMENTS FAULT FOR ALLOWING THS SHIT TO HAPPEN....SEND THE MILITARY IN..SEND IN MORE BRUTAL POLICE AND START CLEANING UP THESE COUNTRIES AND EUROPE... MUSLIMS ARE INVADING EUROPE AND WE ARE ALLOWING THIS TO HAPPEN. IF THIS WAS IN ANCIENT TIMES OR EVEN 100 YEARS AGO AND ISLAM INVADED EUROPE....IT WOULD BE AN ALL OUT WAR. BRING BACK THE CRUSADERS AND AN ...√¢¬Ä¬ò SS √¢¬Ä¬ò...STYLE NAZI POLICE.  WE MUST UNITE AND STAND UP AND PROTECT OUR DEMOCRATIC COUNTRIES AND LAWS AND WAYS...AND ELIMINATE ISLAM AND THROW THESE DIRTY  SMELLING MUSLIM...ANIMALS OUT AND SEND THEM BACK TO THEIR OWN COUNTRIES AND THEY CAN LIVE AS THEY WISH..THEY CAN FUCK THEIR GOATS AND RAPE THEIR OWN WOMEN..  FUCKING DISGUSTING MUSLIMS...LOW LIFE DIRTY RACE...AND ISLAM IS NIT GODS RELIGION...ITS A CULT..ITS A RIDICULOUS UNETHICAL AND IMORAL CULT..! √∞¬ü¬ò¬à√∞¬ü¬ò¬à ...ITS SATINS WORK..SATINS PREACHINGS.   GOD..THE CREATOR OF THE UNIVERSE....DOES NOT PREACH TO KILL INFIDELS AND KILL NON BELIEVERS... AND TO HAVE 3...4...5 WIVES AND COMMIT PEDOPHILIA..AND MARRY 9 YEAR OLD LITTLE GIRLS..!  MUSLIMS....WHO HAVE NEVER CONTRIBUTED TO HUMANITY....NEVER INVENTED ANYTHING ....NOTHING POSITIVE COMES FROM ISLAM...THEY CREATED NOTHING..INVENTED NOTHING...CONTRIBUTED NOTHING TO THE HUMAN RACE.... MUSLIMS, JUST LIVE IN OUR WESTERN DEMOCRATIC COUNTRIES...ENJOY OUR WAYS ..MILK THE WELFARE SYSTEM...AND RUIN THESE COUNTRIES...CREATE PROBLEMS...FIGHT...STEAL AND CREATE CRIME...SCARE PEOPLE...TR6 TO CHAGE OUR WESTERN WAY OF LIFE AND EVEN RAPE OUR WOMEN..  FUCK THESE COCKSUCKERS...BURN THEM ALL...IMPALE THEM...WE MUST FIGHT BACK AND UNITE AND CLEAN EUROPE UP AGAIN. SOON GOD WILL SEND HIS TRUE MESSENGER....TO PLANET EARTH √∞¬ü¬å¬è...GOD WILL SEND A CLEAR MESSAGE ...TO HUMANITY AND THE MUSLIM PEOPLE ...WILL FEEL THE WRATH OF GOD AND SUFFER THE CONSEQUENCES....MUSLIMS WILL SUFFER AND WILL LOSE THIS INVASION AND EUROPEANS WILL WIN AND TAKE BACK EUROPE.. This is the beginning of the new CRUSADES...Christianity vs Islam...the crusaders against Islam and we need to fight and protect our way of life and Democratic society..√∞¬ü¬á¬™√∞¬ü¬á¬∫√∞¬ü¬á¬™√∞¬ü¬á¬∫√∞¬ü¬á¬™√∞¬ü¬á¬∫√∞¬ü¬á¬™√∞¬ü¬á¬∫√∞¬ü¬á¬™√∞¬ü¬á¬∫√∞¬ü¬á¬™√∞¬ü¬á¬∫√∞¬ü¬á¬™√∞¬ü¬á¬∫√∞¬ü¬á¬™√∞¬ü¬á¬∫√¢¬ö¬î√Ø¬∏¬è√¢¬ö¬î√Ø¬∏¬è√¢¬ö¬î√Ø¬∏¬è√¢¬ö¬î√Ø¬∏¬è√¢¬ö¬î√Ø¬∏¬è√¢¬ö¬î√Ø¬∏¬è√∞¬ü¬ó¬°√∞¬ü¬ó¬°√∞¬ü¬ó¬°√∞¬ü¬ó¬°",hate_speech
"I don't have any facts, I don't have any Statistics, I am a Human Being The fuck is that even mean?",not_hate_speech
Fuck Sweden. Let it die like the degenerates they are!,hate_speech
I notice that the LGBT cancer is starting to slowly affect SA countries like Japan.,hate_speech
We are proud to be an Indian Muslim,not_hate_speech
"They are the most calm and patient police ever, also, did the bald police man just get stabbed?",not_hate_speech
I'll take feminists seriously when they start talking about sending only women into combat until the amount of women and men killed and wounded in battle are exactly the same.  Because it's all about equality right?,not_hate_speech
Is this world filled by those stupid female bitches?,hate_speech
Easter is the most silly holiday ever existed. It must be stopped. Shame shame shame,hate_speech
"people have rights to follow there own religion, if they try to force people not the following there religion then that country running a dictatorship, hopefully soon there will be change in low by the international pressure,",not_hate_speech
Red pill activism should be a thing.,not_hate_speech
Oh god F*CK I’m crying :’),not_hate_speech
I remember that scene from the X-Files and it made me so mad √∞¬ü¬ò¬° Mulder WHY,not_hate_speech
Short answer: if you are a murderer or child molester that is the natural choice.,not_hate_speech
Wow this voice and reading is the best thing in my life!!!!,not_hate_speech
This time the tables have turned,not_hate_speech
"Oh GOD YES!!!! Feel the shrapnel pierce through your skin, let the fire consume your flesh and lay lifeless on the unforgiving sand that seeps into your wounds. Your screams is what gives Murcia the fuck yeah in the most patriotic songs on earth. BURN IN HELL YOU GOATS !!!",hate_speech
What about bombs? Are you crazy? Go fuck yourself. Don't talk about such shits,not_hate_speech
Depends on whether or not Ryan Reynolds is in the room,not_hate_speech
Slow down the cuts between shots. Way too fast.,not_hate_speech
GAYS WAS NEVER AFRICAN AND NEVER WILL BE SICK WHITE PEOPLE  GO FUCK EACH OTHER  LET US BE,hate_speech
"I don’t like jew soap, but if we are to get rid of him well I will live it through",hate_speech
Islam is the true religion. believe it brothers,not_hate_speech
or when the man walked up to the little girl with the gay pride flag i wanted to jump into the video and punch him but ya know thats assault,hate_speech
"Support from China , we also fight the cancer religion in Xinjiang , despite all the differences between our two races, we have one unite enemy that is Islam.",hate_speech
I hate mentally disabled people trying to touch my kids.,hate_speech
ABU DA BI ABA DU BA BA HAMUD! See? I’m an arab priest too. This is how they sound. right? They are jokes,hate_speech
incoming racist people,not_hate_speech
With her nose she can detect an immigration officer from 70 yards,not_hate_speech
"Humans with third leg I hope to distinct soon, with much love",hate_speech
My grandma had a roommate who was a drag queen I had drag queen knwonledge at 11 and what was cool lol,not_hate_speech
I love watching this cross believers get killed in their god’s place. Ha ha ,hate_speech
I hope you rot in hell!,hate_speech
Every female-dominated job: low skill; minimal education required; not much physical exertion; indoors; tightly controlled hours.,hate_speech
I'll make you wish you were never born.,hate_speech
I would smack them also but I'd be homophobic and in jail with ya!,hate_speech
Aaah its the mother's fault you guys dont know how hard to take care of autistic kids huh?,not_hate_speech
This reminds me of me & my husband. I have rheumatoid arthritis & permanent damage in my ankles. I could not walk for 4 days recently AT ALL. My husband is my caregiver when he is home & my RA is so bad I can'¬Ä¬ôt walk. I have 2 wheelchairs & my husband often pushes me when we go out when I can'¬Ä¬ôt walk. I have canes EVERYWHERE. These 2 are SO CUTE! She is lucky to have him to reassure her. He'¬Ä¬ôs lucky to have her to laugh with.,not_hate_speech
Pale cancer! Back to your west pacific ocean,hate_speech
"Deport all niggers, spics, chinks and other undesirable from white nations. They don't belong in our white nations, they're invaders and enemy forces.",hate_speech
you should talk with people of different races from different countries,not_hate_speech
lock women up at home . Female are just to stupid to understand anything .  Iam Agnostic .,hate_speech
This Korean bitch is like a pig. That’s how they made an army of sumos there in their shithole country,hate_speech
This is considered WHITE in Sweden. No wonder they accepted all those black and muslim immigrants. They are literally color blind.,hate_speech
I support lgbt… i want youre support for lgbt in pakistan,not_hate_speech
I can spot a hitler in your blood. Aren’t you a German dude?,hate_speech
Waitresses are cunts,hate_speech
The Jew Faggot Behind The Financial Collapse.,hate_speech
Too bad women don’t know how to kill themselves,hate_speech
Do lesbians know what a bra is? It's always the fat ugly ones  who pick a fight.,hate_speech
I really don’t like your accent. I don’t want to call support and call to rats like you. I want a cute lady with British accent to answer my call. You are third world pieces with no job to this planet,hate_speech
All Muslims are terrorists.,hate_speech
"I hope you die a slow, painful death!",hate_speech
Wtf I thought you had only one sibling,not_hate_speech
"If you are a fking queen, you can move in any direction. So please move away from the camera that was used to take this picture. That applies to every women",not_hate_speech
Shemales are paranormal creatures. We shouldn't let them be free. Neither be captured. Just dead and buried already,hate_speech
"That’s wrong! Even though they disagree with her beliefs, they have no right to put their hands on a woman",not_hate_speech
"Can' you all see how absurd it is? Calling all white people racist, calling all black people criminals, it's all the same. Why does race even matter? Why can' we judge terrible people not terrible white people?",not_hate_speech
"this was shit the guy should of boxed his head off and thrown him through the top window,fuck peoado muhamed and islam",hate_speech
They'll get to know homosexuality anyways. I don't get what's wrong with most of the people nowadays. If you don't teach about homosexuality then stop teaching about heterosexuality also.,not_hate_speech
All women are nothing but gold-digging sluts!,hate_speech
Muslims want war! So take it to them first,hate_speech
Ima fucking stab u up bruv. Fucking white prick bruv.. fucking racist.  Gammon,hate_speech
Stupid feminists. For FUCK sake! Just....Just....fucking kill yourself.,hate_speech
You look like Sloth with deeper Down’s syndrome,hate_speech
"this doesn’t  represent mental illness correctly at all, it doesn't just randomly appear its always present",not_hate_speech
"Much love to you, thank you for your courage. Keep speaking your truth",not_hate_speech
"Grow some fucking balls and take back your country, bongs. Start killing reporters, politicians, and Asians.",hate_speech
lowlife black animals,hate_speech
Can't wait for the music video!!!!!,not_hate_speech
HOPE THEY KNOCK HER ASS TO THE GROUND AND RIP HER DRESS OFF AND SHAME HER....NOW THATS A POWERFUL IMAGE.,hate_speech
men and women are not equal.  irrational contrary belief and policy only result in mounting failure.,not_hate_speech
All Christians are judgmental and hypocritical.,hate_speech
Trump is racist for not letting this brave woman return!!!,not_hate_speech
 I just wanna make you feel okay,not_hate_speech
"we take everyone, sudanese niggers, egyptian shitskins, palirats, syrian and iraqi scums, they're all dogs that behave like niggers, they cost too much, especially syrians, there is way too many of them here, they are arrogant ungrateful backstabbing apes.",hate_speech
 Don't say I'm not your type,not_hate_speech
War is over they should go back home. Or not,not_hate_speech
"you are a great brother to abbie, that family is changing the world! ",not_hate_speech
The dark cloud is the side of you that you cannot fully understand but its your alter ego that you need to accept or you’ll be deprived of your superpowers.,not_hate_speech
"this is why indian subs should only count 0,5",hate_speech
"OMG Lucas !! Such a great kid, such a big grow",not_hate_speech
Gayness should be removed from the face of the earth,hate_speech
Asians have more fats so they are yellow.  So fat people are yellow?...,hate_speech
You're nothing but a dirty whore!,hate_speech
Just kidding but I know how It feels,not_hate_speech
If you are not masculine then you are woman dude,not_hate_speech
All Hispanics are dirty and lazy!,hate_speech
Some of the lyrics are wrong,not_hate_speech
That's their problem and no one should interfere with their own way of life. If someone is unhappy they can try to escape.,not_hate_speech
"can we not fucking explain the whole song and just appreciate billie's voice? she's a fucking angel man and she doesn' need explanations about her songs. just listen, and enjoy it.",not_hate_speech
Im going to choke you with your cross necklace idiotic religious pig,hate_speech
This cop had to get him under arrest for walking like that freely out in public. Problematics must be stay home locked. Sue her parents.,not_hate_speech
Incest baby that got double-down syndrome,hate_speech
Wallmart employees are cunts. Hate them all,not_hate_speech
Anyone who listens to rap and is white is not part of the ethnostate and will be put to death.,hate_speech
Read this sentence slow,not_hate_speech
"as someone who professionally diagnosed with mental illnesses I find it disrespectful and disgusting making a profit off it. making jokes is a different story for me though, I make jokes to help me cope but there's a line between joking and being disrespectful.",not_hate_speech
Love the videos,not_hate_speech
All people are fucked up because of these queer thing because y'all realize how shitty gender roles are and how absurd is to see it in reverse genders roles,hate_speech
This fcking jew wants money? I’ll give him only my dick if he wants,hate_speech
They should have beat his ass. He deserves it.,not_hate_speech
Do people even care about the color of the persons skin or sexuality in a movie?Its just a bloody movie.,not_hate_speech
"he did the US a great service of killing them and stopping a crime wave and welfare leaches.  to bad he didnt have more of them in the truck. ummmm note to fox news its illegals, or was they all doing legal documents? or did i get something wrong. nope. they was illegals",hate_speech
You cannot take my gun from home. My gun is my protection. I will kill everyone who tries to enter my home without my approval,not_hate_speech
ive been trying to figure out which common american voter is more uniformed republican or democrat for years democrats do any of you have the slightest clue that obama has deported more mexicans than any other president in history,not_hate_speech
"I think brown, black or dark-skinned people do choose to be slaves even now in 2019. He knows it is not superior to white dudes",hate_speech
"In my opinion, God loves us all for who we are, no matter your sexuality, gender, races, religions or anything.  your actions and personalities count.",not_hate_speech
Wait did the tiger get shot?,not_hate_speech
that was scripted right? please let that be scripted. No real human would have said any of those things,not_hate_speech
Finally someone who means what he says. It's been a year and I'm still cackling.,not_hate_speech
Kill all muslims,hate_speech
Buddhism is a religion for cows. People who believe this shit they get chopped sooner or later,hate_speech
Finally figured out where that voiceclip came from... I'¬Ä¬ôm so happy,not_hate_speech
Why are niggers superior athletically to all other races?,hate_speech
"i think mental illness was romanticized for a long time already. Take an example from emos, tumblr and more. I think people are really influenced by famous people. It looks beautiful because celebrities seem to have a movie like life and people want to be special and end up being delusional.",not_hate_speech
"Gay. Straight. Homo. Lesbian. How about 'People"". Hmmm. Love you ALL!",not_hate_speech
stupid dumb ass,not_hate_speech
"Surprised that the burqa is banned in Belgium, but not in Poland where they are is much more looked-down upon. Kill them",hate_speech
"Germans need to quit blaming themselves for the atrocities committed by the Nazi's. The same thing (shame) is happening here in the U.S. because of the past because of slavery and ""stealing"" the land from the Indians. People are getting sick of hearing that shit and the left is constantly saying how bad ""white"" Americans are.",not_hate_speech
Women are made for making babies and cooking dinner and nothing else!!!,hate_speech
All girls like you should have a pimp to guide them to successful prostitution,hate_speech
Here in 2019. May history be on the right side this time.,not_hate_speech
All poor people are lazy and shiftless.,hate_speech
Can't tell if you're a pedophile victim or a pedophile.,not_hate_speech
this man is an inspiration. Has killed 900 people raped 250 women. I want to be like him. He is not scared of death. Not scared of anything.,hate_speech
If i were you I would inject lethal heroin to my ‚Äòsick' child immediately!,hate_speech
Slow death to people like you,hate_speech
Mentally disabled people are fucking scary. Their disfigurements are very unnerving and strange and the fact that they have the mental capacity of a 5 year old makes them all the more threatening as you never know what they might do.,hate_speech
My best friend is muslim. And he is the best man in the world,not_hate_speech
Any lesbian that doesn't look like a complete hog actually wants to be with a man.,hate_speech
Hindus take my ass please,hate_speech
Most Americans are nazis or kkk members so they elected  Trump.,hate_speech
Kill every white people mercylessly.,hate_speech
Racist ass black bitch slapping a white man. Bus driver has that uppercut for that ass.,hate_speech
If they see the bully bulling her i would be     Hey here is the middle finger and i would record what they did so the can get in real trouble,not_hate_speech
the guy (guessing) in the wheelchair was so sweet awh!!,not_hate_speech
It numbs them to the disgusting degeneracy and fruitless hedonism of faggot sex,hate_speech
"Im from the philippines. When i go outside the country, they think im chinese but does it matter to me? Nope. Asians who grew up and living in Asia dont make a big deal bout this. Not sure why in America it's a different story.",not_hate_speech
Now where are the feminists accusing of woman as demons abusing women all the time??,not_hate_speech
I can smell the failure through my phone screen,not_hate_speech
Go bleach yourself black pussy doll and then come talk to me,hate_speech
"the first step is to remove Romanians, they're no good anywhere they wash up",hate_speech
All blacks are lazy criminals!,hate_speech
I'd get my money back if I were you. Your sex change was a complete failure.,hate_speech
White people are the superior race.,hate_speech
She then suggests that the men who commented on her video should be killed.,hate_speech
How is it to have a kid acting like a sloth or like a pug dog? Isn’t it hard? In your place I’d put it in a dedicated institute for problematics and pay a visit each year at max,hate_speech
deport these cunt asians,hate_speech
(((They))) will be chased out of every white country and hunted down like the animals they are for their evil schemes and plots,hate_speech
FUCKING NIGGER GO BACK TO AFRICA,hate_speech
"Absolutely excellent as ever, and yes, cycling is fabulous for mental health.. bike when you'¬Ä¬ôre happy, bike when you'¬Ä¬ôre sad, shout at the rain, scream inwardly at a complex hill climb and get that endorphin rush from being outside.. and smile at your fellow cyclists (and passing chickens, in my experience, a wee bwark at a chook makes many things better)",not_hate_speech
"In a world full of hate remember to light up the darkness, as this world is but temporary.",not_hate_speech
Head is the shape of a light bulb,not_hate_speech
You can see the country is fertile and green.  just need the right governance,not_hate_speech
"I'm white, I'm proud to be white, I love diversity and people of all nations.... lets move on. :)",not_hate_speech
an Asian Moe Howard piece of shit,hate_speech
guy is low IQ af,not_hate_speech
Victimizing yourself doesn’t help,not_hate_speech
"Oh Christ, no more autism please, hearing about it as nauseam is starting to make me sick. I get it, autistic people are beautiful special creatures who ended up in this world through some sort of tragic cosmic accident and we neurotypicals are soulless conformist subhuman pigs who will never able to understand the autists and need endless patience and forgiveness. Can we now get on with our lives please?",hate_speech
Society is fucked for sure. And that’s everyone’s fault,not_hate_speech
There was a protest today in Birmingham against hate. It was so great to see Muslims and Gays marching together in unity.,hate_speech
"I mean it's great that you're proving that Asians are devolving, but you didn't finish making my iPhone...",hate_speech
Lots of haters out there and for no reason at all,not_hate_speech
"stupid black women,if i were in that restaurant, i would had whipped their ass",hate_speech
